CODICE VEICOLO;TARGA;BRAND;MODELLO;DESCRIZIONE MOD.;ALIMENTAZIONE;CAMBIO;COLORE ESTERNO;COLORE INTERNO;OPTIONAL;PREVISTA CONSEGNA;neopatentati
40795338;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;31/05/2026;SI
40795381;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;31/05/2026;SI
40795722;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Blu Italia metallizzato;Tessuto Nero;Blu Italia metallizzato,Kit 5 posti,Ruotino di scorta;31/05/2026;SI
40795995;;FIAT;600;FIAT 600 1.2 Hybrid 110cv Business Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Bianco Gelato pastello;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice pastello Bianco;25/05/2026;ND
40796001;;FIAT;600;FIAT 600 1.2 Hybrid 110cv Business Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Bianco Gelato pastello;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice pastello Bianco;25/05/2026;ND
40796203;;FIAT;GRANDE PANDA;FIAT GRANDE PANDA Benzina Business Sport utility vehicle 5-door (Euro 6E) ;Petrol;MAN6;Nero Cinema metallizzato;Interni BASE;Vernice metallizzata Nero Cinema;01/06/2026;SI
40796422;;FIAT;GRANDE PANDA;FIAT GRANDE PANDA Benzina Business Sport utility vehicle 5-door (Euro 6E) ;Petrol;MAN6;Bianco Gelato pastello;Interni BASE;Vernice pastello Bianco;01/05/2026;SI
40796662;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Tonale Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Grigio Vesuvio metallizzato;Tessuto nero e pelle sintetica Scuba;Vernice metallizzata Grigio Vesuvio;17/06/2026;SI
40796667;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Tonale Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Bianco Alfa pastello;Tessuto nero e pelle sintetica Scuba;;17/06/2026;SI
40796671;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Tonale Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Bianco Alfa pastello;Tessuto nero e pelle sintetica Scuba;;17/06/2026;SI
40796679;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Tonale Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Nero Alfa pastello;Tessuto nero e pelle sintetica Scuba;Vernice pastello Nero Alfa;19/05/2026;SI
40796684;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Tonale Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Nero Alfa pastello;Tessuto nero e pelle sintetica Scuba;Vernice pastello Nero Alfa;17/06/2026;SI
40796694;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Grigio Vesuvio metallizzato con tetto nero;Tessuto nero e pelle sintetica Scuba;Vernice metallizzata Grigio Vesuvio con tetto nero;17/06/2026;SI
40796696;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Grigio Vesuvio metallizzato con tetto nero;Tessuto nero e pelle sintetica Scuba;Vernice metallizzata Grigio Vesuvio con tetto nero;17/06/2026;SI
40796697;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Grigio Vesuvio metallizzato con tetto nero;Tessuto nero e pelle sintetica Scuba;Vernice metallizzata Grigio Vesuvio con tetto nero;17/06/2026;SI
40796704;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Bianco Alfa pastello con tetto nero;Tessuto nero e pelle sintetica Scuba;Vernice pastello Bianco Alfa con tetto nero;19/05/2026;SI
40797538;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Business Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/09/2026;NO
40797648;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Business Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;25/09/2026;NO
40797730;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;08/06/2026;SI
40797817;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797818;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797823;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797825;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797826;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797845;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;08/06/2026;SI
40797854;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;08/06/2026;SI
40797855;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;08/06/2026;SI
40797864;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40797907;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;17/06/2026;SI
40797911;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;17/06/2026;SI
40797924;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;17/06/2026;SI
40797953;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;31/07/2026;SI
40797954;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;25/08/2026;SI
40798010;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;05/08/2026;SI
40798020;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;25/08/2026;SI
40798039;;OMODA;5;OMODA 5 1.6 T-GDI PURE DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Carbon Crystal BLACK perlato;Selleria In Tessuto E Similpelle;Vernice a pagamento;10/06/2026;NO
40798064;;OMODA;5;OMODA 5 1.6 T-GDI PURE DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Phantom GRAY metallizzato;Selleria In Tessuto E Similpelle;Vernice a pagamento;27/04/2026;NO
40798069;;OMODA;5;OMODA 5 1.6 T-GDI PURE DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Phantom GRAY metallizzato;Selleria In Tessuto E Similpelle;Vernice a pagamento;27/04/2026;NO
40798083;;OMODA;5;OMODA 5 1.6 T-GDI PURE DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER metallizzato;Selleria In Tessuto E Similpelle;Vernice a pagamento;27/04/2026;NO
40798098;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798101;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798106;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798138;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Phantom GRAY metallizzato;Sedile in ecopelle;Vernice a pagamento;23/03/2026;NO
40798637;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798653;HC420WN;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/03/2026;SI
40798655;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798674;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798706;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798710;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798720;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798724;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798736;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;25/03/2026;SI
40798755;HD502BM;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;09/03/2026;SI
40798756;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;27/04/2026;SI
40798760;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;27/04/2026;SI
40798775;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;25/08/2026;SI
40798778;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;25/08/2026;SI
40769585;;JEEP;COMPASS;JEEP COMPASS 1.2 Turbo MHEV 106kW First Edition DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Vulcano metallizzato;Interni in tessuto e vinile grigio e nero;Kit Fix & Go,Vernice metallizzata Vulcano;31/03/2026;SI
40769593;;JEEP;COMPASS;JEEP COMPASS 1.2 Turbo MHEV 106kW First Edition DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Antartica metallizzato;Interni in tessuto e vinile grigio e nero;Kit Fix & Go,Vernice metallizzata Antartica;31/03/2026;SI
40769599;;JEEP;COMPASS;JEEP COMPASS 1.2 Turbo MHEV 106kW First Edition DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Antartica metallizzato;Interni in tessuto e vinile grigio e nero;Kit Fix & Go,Vernice metallizzata Antartica;31/03/2026;SI
40776568;;SMART;#3;SMART #3 66 kWh Premium Sport utility vehicle 5-door ;Full Electric;AUT;Ceramic Cream/One tone colour;Infinite Black Premium trim;;11/03/2026;NO
40778049;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Kristall Silber metallizzato;Tessuto Comfort nero;Kit riparazione,Vernice Metallizzata;25/05/2026;SI
40778057;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Kristall Silber metallizzato;Tessuto Comfort nero;Kit riparazione,Vernice Metallizzata;12/06/2026;SI
40778059;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Karbon Black metallizzato;Tessuto Comfort nero;Kit riparazione,Vernice Metallizzata;12/06/2026;SI
40778068;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Arktis White pastello;Tessuto Comfort nero;Kit riparazione,Vernice Pastello;12/06/2026;SI
40778076;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Arktis White pastello;Tessuto Comfort nero;Kit riparazione,Vernice Pastello;25/05/2026;SI
40778077;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Arktis White pastello;Tessuto Comfort nero;Kit riparazione,Vernice Pastello;25/05/2026;SI
40778451;;PEUGEOT;3008;PEUGEOT 3008 Hybrid 145 Allure e-DCS 6 Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;0;Tessuto in rilievo CRISPY/TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit riparazione pneumatici,Tinte metallizzate;12/06/2026;SI
40779085;;PEUGEOT;5008;PEUGEOT 5008 Hybrid 145 e-DCS6 Allure Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Grigio Titanio metallizzato;Tessuto in rilievo Crispy, TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit di emergenza pneumatico,Tinte metallizzate;01/06/2026;SI
40745681;;OPEL;MOVANO;OPEL MOVANO 2.2 BlueHDi 140 S&S 35 L2H2 Furgone 4-door (Euro 6E) ;Diesel;MAN6;Bianco Icy pastello;"Tessuto ""Crepe"" nero";"EASY DRIVING,NEW PACK CARGO L2-L3,PACK TECHNO 7"",Paratia vano di carico con oblò vetrato,Telecamera posteriore";12/06/2026;ND
40745691;HD801BK;OPEL;MOVANO;OPEL MOVANO 2.2 BlueHDi 140 S&S 35 L2H2 Furgone 4-door (Euro 6E) ;Diesel;MAN6;Bianco Icy pastello;"Tessuto ""Crepe"" nero";"EASY DRIVING,NEW PACK CARGO L2-L3,PACK TECHNO 7"",Paratia vano di carico con oblò vetrato,Telecamera posteriore";13/04/2026;ND
40759409;HD551BK;NISSAN;QASHQAI;NISSAN QASHQAI 1.3 MHEV 158 Acenta Xtronic Cross over 5-door (Euro 6D) ;Petrol Mild Hybrid;AUT;White Pearl;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;04/03/2026;NO
40760004;HD029BN;NISSAN;X-TRAIL;NISSAN X-TRAIL 1.5 MHEV Acenta CVT 7posti Cross over 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT;Dark Metal Gray Metallizzato;Tessuto Nero e Grigio;Vernice metallizzata;13/03/2026;NO
40760027;HD885BL;NISSAN;X-TRAIL;NISSAN X-TRAIL 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Dark Metal Gray Metallizzato;Tessuto Nero e Grigio;Vernice metallizzata;13/03/2026;NO
40762098;HC291AR;BMW;X3;BMW X3 xDrive 30e Msport Sport utility vehicle 5-door (Euro 6E) ;Petrol Plug-In;AUT8;Sophisto Grey Brilliant Effect (metallizzato);Interni in Econeer Vivid Grey bicolour;Interni in Econeer Vivid Grey bicolour,Vernici Metallizzate,Vetri posteriori laterali e lunotto oscurati;07/01/2026;NO
40763458;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic Business Adv. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Bianco Ghiaccio metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;01/06/2026;NO
40763527;HB589PT;AUDI;A3;AUDI A3 TDI 110 kW S tronic Business S.Back Hatchback 5-door (Euro 6E) ;Diesel;AUT7;Grigio Manhattan metallizzato;Tessuto Intention Nero/Argento;Cerchi in lega d'alluminio a 5 razze a W 8 J x 17 con pneumatici 225/45 R 17,Colore metallizzato,Ruotino di scorta;17/03/2026;NO
40763583;HB613PT;AUDI;A6 AVANT;AUDI A6 AVANT e-hybrid quat 220kW S tron Business SW 5-door (Euro 6E) ;Petrol Plug-In;AUT7;Nero Mythos metallizzato;Tessuto Passage nero (sedili normali o sportivi);Colori carrozzeria metallizzati,Vetri oscurati per lunotto, cristalli delle portiere posteriori posteriori;17/03/2026;NO
40767592;HC338RR;FORD;FOCUS;FORD FOCUS 1.5 Ecoblue 115cv Tit. Business Auto SW SW 5-door (Euro 6D) ;Diesel;AUT8;Agate Black metallizzato;Interni in tessuto Ray con impunture grigie;Ruotino di scorta,Vernice metallizzata Agate Black;31/03/2026;SI
40767598;;FORD;FOCUS;FORD FOCUS 1.5 Ecoblue 115cv Tit. Business Auto SW SW 5-door (Euro 6D) ;Diesel;AUT8;Agate Black metallizzato;Interni in tessuto Ray con impunture grigie;Ruotino di scorta,Vernice metallizzata Agate Black;11/03/2026;SI
40767969;;TOYOTA;PROACE MAX;TOYOTA PROACE MAX 2.2D 140CV 35 L2H2 MT Furgone 4-door (Euro 6E) ;Diesel;MAN6;White Solid;Interni in tessuto nero;;13/03/2026;ND
40767986;;TOYOTA;PROACE MAX;TOYOTA PROACE MAX 2.2D 140CV 35 L3H2 MT Furgone 4-door (Euro 6E) ;Diesel;MAN6;White Solid;Interni in tessuto nero;;13/03/2026;ND
40802346;;SKODA;OCTAVIA WAGON;SKODA OCTAVIA WAGON 2.0 TDI 110KW EXECUTIVE DSG SW 5-door (Euro 6E) ;Diesel;AUT7;Grigio graphite metallizzato;LOFT - Tessuto Grigio;Colore metallizzato;13/05/2026;NO
40802371;;SKODA;OCTAVIA WAGON;SKODA OCTAVIA WAGON 2.0 TDI 110KW EXECUTIVE DSG SW 5-door (Euro 6E) ;Diesel;AUT7;Nero tulipano perlato;LOFT - Tessuto Grigio;Colore perlato;13/05/2026;NO
40802380;;SKODA;OCTAVIA WAGON;SKODA OCTAVIA WAGON 2.0 TDI 110KW EXECUTIVE DSG SW 5-door (Euro 6E) ;Diesel;AUT7;Nero tulipano perlato;LOFT - Tessuto Grigio;Colore perlato;13/05/2026;NO
40802382;;SKODA;OCTAVIA WAGON;SKODA OCTAVIA WAGON 2.0 TDI 110KW EXECUTIVE DSG SW 5-door (Euro 6E) ;Diesel;AUT7;Nero tulipano perlato;LOFT - Tessuto Grigio;Colore perlato;13/05/2026;NO
40802395;;SKODA;OCTAVIA WAGON;SKODA OCTAVIA WAGON 2.0 TDI 110KW EXECUTIVE DSG SW 5-door (Euro 6E) ;Diesel;AUT7;Nero tulipano perlato;LOFT - Tessuto Grigio;Colore perlato;25/03/2026;NO
40802397;;SKODA;OCTAVIA WAGON;SKODA OCTAVIA WAGON 2.0 TDI 110KW EXECUTIVE DSG SW 5-door (Euro 6E) ;Diesel;AUT7;Bianco luna metallizzato;LOFT - Tessuto Grigio;Colore metallizzato;11/05/2026;NO
40802410;;SKODA;OCTAVIA WAGON;SKODA OCTAVIA WAGON 2.0 TDI 110KW EXECUTIVE DSG SW 5-door (Euro 6E) ;Diesel;AUT7;Bianco luna metallizzato;LOFT - Tessuto Grigio;Colore metallizzato;13/05/2026;NO
40802419;;SKODA;KODIAQ;SKODA KODIAQ 2.0 TDI Executive DSG 5posti Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT7;Grigio Graphite metallizzato;Loft - tessuto grigio-nero;;20/05/2026;NO
40802451;;SKODA;KODIAQ;SKODA KODIAQ 2.0 TDI Executive DSG 5posti Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT7;Grigio Graphite metallizzato;Loft - tessuto grigio-nero;;20/05/2026;NO
40802485;;SKODA;KODIAQ;SKODA KODIAQ 2.0 TDI Executive DSG 5posti Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT7;Nero Tulipano perlato;Loft - tessuto grigio-nero;;20/05/2026;NO
40802486;;SKODA;KODIAQ;SKODA KODIAQ 2.0 TDI Executive DSG 5posti Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT7;Nero Tulipano perlato;Loft - tessuto grigio-nero;;20/05/2026;NO
40802490;;SKODA;KODIAQ;SKODA KODIAQ 2.0 TDI Executive DSG 7posti Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT7;Grigio Graphite metallizzato;Loft - tessuto grigio-nero;;20/05/2026;NO
40802604;;JAECOO;5;JAECOO 5 1.6 TGDI 7DCT Exclusive Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Phantom GRAY;Interni Premium In Eco-pelle Neri;Vernice metallizzata;10/04/2026;NO
40803881;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Storm metallizzato;Selleria in tessuto nero;Kit Fix & Go,Vernice metallizzata Storm;17/06/2026;SI
40803886;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Storm metallizzato;Selleria in tessuto nero;Kit Fix & Go,Vernice metallizzata Storm;17/06/2026;SI
40803891;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Storm metallizzato;Selleria in tessuto nero;Kit Fix & Go,Vernice metallizzata Storm;17/06/2026;SI
40803892;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Storm metallizzato;Selleria in tessuto nero;Kit Fix & Go,Vernice metallizzata Storm;17/06/2026;SI
40803898;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Storm metallizzato;Selleria in tessuto nero;Kit Fix & Go,Vernice metallizzata Storm;17/06/2026;SI
40803901;;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Longitude Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Storm metallizzato;Selleria in tessuto nero;Kit Fix & Go,Vernice metallizzata Storm;17/06/2026;SI
